video_id,description
27,A man picks up a pile of boxes full of bottles and ends up knocking over several of them.
27,A man drops a crate of beer and ends up dropping the entire load.
27,A man wearing blue overalls knocks down several stacks of bottled products into the street.
27,A man tries to stop crates on a dolly from falling and instead causes more to fall.
27,A man tries to save a pile of crates and accidentally trips the whole stack.
27,"Beverages are being loaded onto a cart, but the person holding the cart loses their balance and causes a chain reaction of all the drinks in the area falling."
27,A liquor delivery man knocked over a pile of crates.
27,"The person tried initially to stop one rack from falling but, on continuous collision, most of the racks fall down."
27,"The person wrongly lifted the rack, which pushes the adjacent rack, and because of carelessness, many of the racks fall."
27,"A male employee is moving crates with a dolly and clips a stack of them, causing all of the crates to fall."
27,"A person tries to pull a loaded dolly of boxes, loses control of another stack of boxes, tries to save the first, but causes many of the rest to fall."
27,"While trying to move a stack of crates, a person tries to save some that are falling over, and the other crates end up knocking each other over."
27,"A man is trying to drag a drinks can, but everything falls down."
27,The man messes up and ends up knocking over several piles of boxes.
27,"A man moving a stack of crates accidentally bumps into a larger stack, causing a chain reaction where several stacks fall and break."
27,"A man uses a trolley to move crates stacked together, but one falls and causes all the others to fall, spilling all the contents out."
27,"A load man loses his control unfortunately and, disappointed, while picking one crate of load, it falls over the others, and the goods are spilled out onto the road."
28,A man has clamps embedded in his back skin.
28,A man with several whelps on his back causing it to bleed.
28,A person has irons stuck in their back and is bleeding.
28,Holding clamps have been inserted into a man's back.
28,A man has several iron hooks stuck in his back which are bleeding.
28,A shirtless man has several stingers embedded in his skin.
28,A man with a metal contraption attached to his bare back.
28,A person is showing their back with metal hooks attached to their skin.
28,A man is shown with some metal hooks pierced into his back.
28,Metal hooks are connected to a human male's back.
28,A man has big metal clamps pierced into his back.
28,A man's back is chained on both sides with metal chains.
28,A person with metal clamps in their back walks away.
28,A guy with two irons dangling from his back.
28,A steel gripper is fixed in the man's back skin.
28,A man has two pieces of iron on his back.
28,A man with large piercings in his back is bleeding.
28,A man stands shirtless with several piercings on his back that are hooked up to cables.
28,A man has clamps pierced through his skin causing him to bleed.
28,"A man is lying on his back shirtless, with several metal stakes attached to his body and is bleeding."
29,A person picks up a large round object wrapped in paper; then the shot changes to show a large firework being set off.
29,"A person shows a fireworks ball and then launches it into the sky, making a huge explosion of light."
29,"A firework is launched into the air, where it explodes in all directions in a brilliant flash of light."
29,Overweight firecrackers explode and scatter in the sky.
29,"A man lifts a sack, and something erupts from the ground, causing fireworks in the sky."
29,A person is showing a large explosive object.
29,A big firecracker is fired into the sky and explodes with beautiful designs.
29,A firecracker is fired and blown into the sky and explodes beautifully.
29,A person is preparing and releasing a large firework.
29,"A person is grabbing an object wrapped in white paper. As they pick it up, the camera shows a ball on fire flying through the sky."
29,"A hand moves what looks like a paper-wrapped ball, before a separate shot shows an enormous firework lighting up a dark sky."
29,"Someone picks up what looks like a firework, and the next scene shows the firework exploding in the sky."
29,"A man is firing up the cracker, which spreads in the sky beautifully."
29,A white-colored box looks like a balloon but is a cracker.
29,"A person picks up a parcel, and afterwards, a firework sets off in the sky."
29,A person takes fireworks to the field and sets them off in the sky.
29,A person throws fire wax into the sky at night.
